"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT05","WT07","WT08","WT09","WT13","WT14","WT16","WT21"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-01-15","3.80",,,"0.00",,,"56","63","49","  240","  230",,"10.1","16.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-01-16","4.47",,,"0.00",,,"58","63","54","  280","  270",,"13.0","16.1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-01-17","5.82",,,"0.00",,,"58","64","51","  260","  260",,"18.1","21.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-01-18","6.26",,,"0.01",,,"58","62","54","  270","  290",,"14.1","17.0","    1","    1",,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-01-19","4.25",,,"0.05",,,"58","61","55","  280","  260",,"15.0","18.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-01-20","6.49",,,"0.01",,,"59","64","56","  270","  280",,"15.0","18.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-01-21","4.70",,,"0.00",,,"60","76","50","  270","  270",,"15.0","17.0","    1","    1",,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-01-22","6.04",,,"0.00",,,"58","65","50","  270","  260",,"16.1","18.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-01-23","6.93",,,"0.00",,,"58","62","53","  260","  250",,"21.9","25.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-01-24","7.16",,,"0.00",,,"58","65","49","  300","  290",,"16.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-01-25","5.82",,,"0.00",,,"59","70","49","  270","  260",,"19.9","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-01-26","4.47",,,"0.00",,,"60","71","48","  270","  280",,"16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-01-27","5.37",,,"0.00",,,"62","75","51","  270","  280",,"14.1","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-01-28","4.47",,,"0.00",,,"59","68","48","  260","  270",,"19.9","21.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-01-29","4.70",,,"0.00",,,"58","66","50","  230","  210",,"15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-01-30","4.92",,,"0.00",,,"60","65","56","  260","  270",,"16.1","19.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-01-31","18.12",,,"0.14",,,"58","60","52","  260","  260",,"46.1","53.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-01","11.86",,,"0.00",,,"53","58","46","  290","  280",,"29.1","36.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-02","6.71",,,"0.00",,,"51","58","41","  250","  250",,"18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-03","5.82",,,"0.00",,,"54","65","45","  270","  270",,"17.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-04","4.70",,,"0.00",,,"57","68","48","  270","  280",,"15.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-05","4.47",,,"0.00",,,"60","77","48","  340","  310",,"13.0","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-06","4.92",,,"0.00",,,"65","76","51","  270","  260",,"12.1","15.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-07","3.80",,,"0.00",,,"66","82","51","  260","  270",,"14.1","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-08","2.46",,,"0.00",,,"69","89","52","  280","  290",,"13.0","15.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-09","4.92",,,"0.00",,,"73","88","60","  280","  280",,"18.1","21.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-10","4.92",,,"0.00",,,"70","85","60","  270","  270",,"15.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-11","4.25",,,"0.00",,,"67","79","57","  270","  220",,"13.0","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-12","4.92",,,"0.00",,,"66","79","55","  260","  280",,"13.0","17.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-13","4.47",,,"0.00",,,"58","62","50","  240","  240",,"14.1","18.1","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-14","4.25",,,"0.00",,,"55","69","48","  260",,,"16.1",,"    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-15","4.47",,,"0.00",,,"67","86","56","  260","  260",,"13.0","15.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-16","5.59",,,"0.00",,,"72","88","59","  260","  260",,"15.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-17","6.93",,,"0.60",,,"65","73","55","   70","   60",,"18.1","21.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-18","9.62",,,"0.13",,,"59","64","55","  280","  300",,"19.9","28.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-19","6.26",,,"0.00",,,"58","64","51","  260","  270",,"16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-20","4.92",,,"0.00",,,"58","66","51","  270","  260",,"16.1","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-21","4.03",,,"0.00",,,"59","65","51","  270","  270",,"17.0","19.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-22","5.82",,,"0.00",,,"59","75","51","  330","  320",,"15.0","19.9","    1","    1",,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-23","6.04",,,"0.00",,,"69","83","54","  250","  350",,"13.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-24","7.61",,,"0.00",,,"69","81","60","  270","  270",,"16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-25","6.93",,,"0.00",,,"67","79","55","  260","  260",,"17.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-26","5.82",,,"0.00",,,"63","71","54","  270","  270",,"17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-27","3.58",,,"0.00",,,"60","67","52","  260","  260",,"14.1","17.0","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-28","3.80",,,"0.00",,,"61","67","54","  240","  260",,"13.0","16.1","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-02-29","4.47",,,"0.00",,,"60","65","56","  250","  280",,"14.1","17.0","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-01","5.14",,,"0.00",,,"59","66","55","  260","  280",,"14.1","18.1","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-02","5.59",,,"0.00",,,"58","65","53","  270","  270",,"15.0","19.9","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-03","5.82",,,"0.00",,,"60","66","55","  260","  260",,"14.1","19.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-04","6.04",,,"0.00",,,"60","67","55","  250","  260",,"18.1","21.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-05","7.61",,,"0.04",,,"61","65","57","  220","  220",,"16.1","21.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-06","19.01",,,"0.51",,,"61","65","56","  270","  270",,"36.0","40.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-07","15.21",,,"0.32",,,"57","59","50","  260","  270",,"38.9","48.1","    1",,"    1",,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-08","9.84",,,"0.00",,,"56","67","49","  260","  260",,"25.9","31.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-09","6.04",,,"0.00",,,"60","68","51","  250","  250",,"15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-10","5.82",,,"0.00",,,"62","70","55","  250","  250",,"17.0","21.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-11","12.08",,,"0.53",,,"60","66","52","  270","  260",,"35.1","40.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-12","7.83",,,"0.00",,,"55","61","47","  290","  270",,"23.0","31.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-13","9.84",,,"0.00",,,"57","63","50","  250","  240",,"18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-14","9.62",,,"0.00",,,"60","66","58","  260","  270",,"18.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-15","6.26",,,"0.00",,,"61","69","54","  260","  260",,"16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-16","6.26",,,"0.00",,,"64","74","56","  260",,,"11.0",,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-17","5.82",,,"0.00",,,"66","73","58","  260","  250",,"14.1","17.0","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-18","7.38",,,"0.00",,,"62","66","58","  220","  220",,"19.9","30.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-19","6.26",,,"0.00",,,"60","67","57","  260","  270",,"14.1","17.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-20","6.93",,,"0.00",,,"60","66","57","  270","  280",,"16.1","19.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-21","7.61",,,"0.00",,,"60","66","57","  270","  280",,"19.9","23.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-22","11.41",,,"0.00",,,"61","69","54","  320","  310",,"29.1","36.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-23","7.38",,,"0.00",,,"63","76","54","  260","  270",,"21.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-24","6.49",,,"0.00",,,"64","77","53","  260","  260",,"17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-25","6.04",,,"0.00",,,"63","71","52","  260","  260",,"16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-26","6.93",,,"0.00",,,"62","70","56","  260","  250",,"16.1","21.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-27","6.93",,,"0.00",,,"62","67","58","  270","  210",,"15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-28","14.54",,,"0.06",,,"60","62","55","  270","  270",,"38.9","44.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-29","12.08",,,"0.00",,,"56","63","50","  260","  260",,"29.1","33.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-30","7.83",,,"0.00",,,"56","63","50","  270","  290",,"19.9","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-03-31","9.84",,,"0.00",,,"58","66","49","  260","  270",,"28.0","32.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-01","7.16",,,"0.00",,,"60","67","53","  260","  250",,"15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-02","6.71",,,"0.00",,,"61","69","54","  280","  270",,"16.1","19.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-03","6.71",,,"0.00",,,"60","66","54","  250","  250",,"18.1","23.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-04","6.93",,,"0.00",,,"61","71","53","  270","  260",,"15.0","18.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-05","5.82",,,"0.00",,,"63","75","56","  260","  260",,"14.1","16.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-06","6.71",,,"0.00",,,"64","74","57","  260","  260",,"19.9","23.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-07","4.92",,,"0.05",,,"61","65","58","  260","  250",,"17.0","19.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-08","4.25",,,"0.14",,,"59","61","58","  250","  210",,"8.9","14.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-09","6.04",,,"0.10",,,"60","65","59","  150","  150",,"16.1","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-10","6.93",,,"0.00",,,"62","68","58","  260","  260",,"19.9","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-11","7.16",,,"0.00",,,"62","69","58","  260","  260",,"19.9","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-12","7.38",,,"0.00",,,"62","69","56","  250","  230",,"18.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-13","7.61",,,"0.00",,,"61","67","57","  270","  290",,"21.0","23.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-14","8.05",,,"0.00",,,"61","68","55","  260","  320",,"23.0","31.1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-15","14.54",,,"0.00",,,"65","79","60","  260","  350",,"36.0","49.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-16","9.17",,,"0.00",,,"71","79","59","  270","  260",,"25.9","32.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-17","7.83",,,"0.00",,,"68","84","56","  270","  260",,"21.0","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-18","5.82",,,"0.00",,,"70","83","58","  260","  260",,"15.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-19","4.92",,,"0.00",,,"71","83","61","  270","  260",,"14.1","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-20","7.61",,,"0.00",,,"69","81","59","  270","  280",,"18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-21","9.62",,,"0.00",,,"66","72","57","  250","  260",,"21.9","29.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-22","12.97",,,"0.00",,,"63","69","58","  260","  260",,"32.0","36.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-23","10.51",,,"0.00",,,"63","72","55","  260","  270",,"25.9","32.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-24","10.29",,,"0.00",,,"63","71","56","  260","  260",,"25.1","29.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-25","15.21",,,"0.00",,,"60","65","54","  270","  260",,"44.1","51.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-26","8.50",,,"0.00",,,"59","67","51","  250","  250",,"16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-27","12.08",,,"0.00",,,"60","67","55","  270","  270",,"29.1","36.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-28","7.38",,,"0.00",,,"60","65","54","  270","  270",,"18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-29","8.72",,,"0.00",,,"60","67","55","  270","  270",,"18.1","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-04-30","7.83",,,"0.00",,,"59","65","55","  260","  260",,"18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-01","7.61",,,"0.00",,,"61","70","55","  270","  260",,"18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-02","9.40",,,"0.00",,,"60","66","57","  250","  250",,"21.0","23.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-03","7.83",,,"0.00",,,"62","69","57","  270","  230",,"18.1","25.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-04","7.16",,,"0.00",,,"60","65","56","  270","  260",,"18.1","21.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-05","7.38",,,"0.03",,,"62","68","57","  240","  250",,"16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-06","7.83",,,"0.00",,,"62","68","57","  250","  250",,"17.0","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-07","8.05",,,"0.56",,,"61","67","57","  270","  260",,"17.0","21.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-08","9.84",,,"0.00",,,"62","68","58","  280","  280",,"19.9","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-09","7.16",,,"0.00",,,"61","66","58","  270","  250",,"17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-10","7.38",,,"0.00",,,"61","68","56","  280","  270",,"17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-11","8.72",,,"0.00",,,"62","67","57","  260","  270",,"19.9","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-12","7.38",,,"0.00",,,"61","66","57","  270","  290",,"17.0","23.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-13","7.38",,,"0.00",,,"62","70","59","  260","  260",,"15.0","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-14","7.61",,,"0.00",,,"63","67","61","  250","  230",,"16.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-15","7.83",,,"0.00",,,"64","70","61","  250","  270",,"16.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-16","7.61",,,"0.00",,,"64","69","61","  230","  210",,"16.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-17","9.17",,,"0.00",,,"64","69","61","  270","  280",,"18.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-18","7.16",,,"0.00",,,"62","64","60","  260","  250",,"15.0","18.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-19","7.16",,,"0.00",,,"62","68","60","  270","  280",,"18.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-20","10.29",,,"0.00",,,"62","67","57","  250","  250",,"17.0","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-21","10.51",,,"0.00",,,"60","66","56","  270","  270",,"23.0","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-22","10.07",,,"0.00",,,"61","68","53","  250","  250",,"21.9","25.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-23","8.05",,,"0.00",,,"62","71","56","  270","  280",,"19.9","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-24","8.95",,,"0.00",,,"61","67","58","  260","  260",,"21.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-25","9.17",,,"0.00",,,"61","67","57","  250","  230",,"17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-26","7.83",,,"0.00",,,"62","69","55","  270","  260",,"19.9","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-27","7.38",,,"0.00",,,"62","68","58","  250","  240",,"18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-28","7.61",,,"0.00",,,"62","67","59","  250","  260",,"17.0","21.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-29","9.62",,,"0.00",,,"62","69","59","  270","  280",,"18.1","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-30","8.28",,,"0.00",,,"62","69","58","  270","  270",,"18.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-05-31","4.92",,,"0.00",,,"62","69","59","  240","  250",,"14.1","18.1","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-01","6.71",,,"0.00",,,"63","69","60","  270","  250",,"15.0","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-02","7.83",,,"0.00",,,"64","68","57","  270","  280",,"16.1","19.9","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-03","6.71",,,"0.00",,,"63","73","58","  260","  270",,"16.1","19.0","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-04","7.83",,,"0.00",,,"63","67","57","  270","  280",,"15.0","19.9","    1","    1",,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-05","8.05",,,"0.00",,,"60","63","56","  260","  250",,"16.1","19.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-06","8.28",,,"0.00",,,"60","68","57","  260","  270",,"15.0","21.9","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-07","8.05",,,"0.00",,,"62","69","59","  270","  270",,"18.1","23.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-08","6.93",,,"0.00",,,"63","71","59","  280","  250",,"17.0","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-09","7.61",,,"0.00",,,"63","68","60","  250","  240",,"14.1","19.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-10","6.93",,,"0.00",,,"64","71","60","  260","  220",,"14.1","21.0","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-11","8.28",,,"0.00",,,"65","71","62","  130","  150",,"15.0","21.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-12","8.95",,,"0.00",,,"65","69","60","  270","  280",,"15.0","19.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-13","10.51",,,"0.00",,,"63","69","59","  270","  270",,"23.0","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2016-06-14","6.26",,,"0.00",,,"62","68","59","  260","  250",,"16.1","21.0",,,,,,"    1",,,,,
